-LSB- 3:1 7:1 87:1 501:1 845:1 848:1
basis 9:1 24:1 125:1 151:1 1163:1 8070:1
throughout 25:1 68:1 123:1 173:1 1161:1 8071:1
the 26:1 66:1 124:1 171:1 1162:1 10913:1
world 24:1 67:1 131:1 134:1 172:1 10911:1
and 25:1 110:1 129:1 132:1 1487:1 10912:1
worked 108:1 125:1 130:1 133:1 236:1 1485:1
in 109:1 123:1 152:1 234:1 1486:1 3431:1
close 26:1 124:1 150:1 235:1 2672:1 3429:1
collaboration 24:1 125:1 151:1 398:1 2670:1 3430:1
with 25:1 123:1 152:1 396:1 2671:1 2768:1
bilateral 10:1 104:1 124:1 150:1 397:1 2766:1
arrangements 2:1 102:1 125:1 151:1 206:1 2767:1
from 9:1 68:1 103:1 123:1 204:1 287:1
a 26:1 66:1 124:1 205:1 285:1 11522:1
variety 24:1 67:1 125:1 161:1 286:1 11520:1
of 25:1 123:1 152:1 159:1 2723:1 11521:1
different 104:1 124:1 150:1 160:1 2721:1 3890:1
countries 102:1 113:1 116:1 151:1 2722:1 3888:1
to 103:1 111:1 114:1 611:1 905:1 3889:1
ensure 112:1 115:1 125:1 515:1 609:1 903:1
that 104:1 123:1 513:1 610:1 904:1 15506:1
supplies 102:1 124:1 514:1 671:1 1052:1 15504:1
are 103:1 125:1 236:1 669:1 1050:1 15505:1
in 26:1 123:1 234:1 670:1 1051:1 5546:1
place 24:1 62:1 124:1 235:1 5544:1
. 4:1 8:1 25:1 60:1 5545:1
We 3:1 7:1 11:1 572:1 843:1 846:1 1442:1
also 570:1 668:1 671:1 844:1 847:1 1440:1
have 50:1 185:1 571:1 666:1 669:1 1441:1
3 26:1 48:1 183:1 667:1 670:1 8090:1
field 24:1 49:1 104:1 184:1 4967:1 8088:1
teams 25:1 102:1 125:1 236:1 4965:1 8089:1
in 26:1 103:1 123:1 234:1 4966:1 5546:1
place 24:1 62:1 124:1 235:1 5544:1
. 4:1 8:1 25:1 60:1 5545:1
In 3:1 7:1 11:1 17:1 123:1 1182:1 15740:1
Hanoi 11:1 15:1 124:1 1183:1 1361:1 1364:1 15738:1
there 16:1 671:1 1052:1 1359:1 1362:1 15739:1
are 50:1 669:1 1050:1 1360:1 1363:1 2465:1
9 48:1 104:1 670:1 1049:1 1051:1 2463:1
people 49:1 102:1 728:1 998:1 1047:1 2464:1
who 103:1 668:1 671:1 726:1 996:1 1048:1
have 140:1 296:1 666:1 669:1 727:1 997:1
been 138:1 294:1 572:1 667:1 670:1 1361:1
there 125:1 139:1 295:1 570:1 1359:1 2579:1
since 50:1 123:1 416:1 571:1 1360:1 2577:1
14 17:1 48:1 124:1 414:1 2578:1 5459:1
Mar 11:1 15:1 49:1 50:1 415:1 1334:1 5457:1
2003 16:1 48:1 62:1 1332:1 5458:1
. 4:1 8:1 49:1 60:1 1333:1
Their 3:1 7:1 11:1 152:1 912:1 8972:1 23571:1
key 26:1 150:1 913:1 4886:1 8970:1 23572:1
focus 24:1 83:1 151:1 293:1 4884:1 8971:1
has 25:1 81:1 140:1 291:1 296:1 4885:1
been 82:1 125:1 138:1 292:1 294:1 770:1
on 26:1 123:1 139:1 295:1 401:1 768:1
infection 24:1 26:1 124:1 399:1 769:1 1994:1
control 24:1 25:1 131:1 134:1 400:1 1992:1
and 25:1 129:1 132:1 1046:1 1993:1 3371:1
where 26:1 130:1 133:1 401:1 1044:1 3369:1
infection 24:1 26:1 399:1 1045:1 1994:1 3370:1
control 24:1 25:1 83:1 293:1 400:1 1992:1
has 25:1 81:1 140:1 291:1 296:1 1993:1
been 82:1 138:1 140:1 292:1 294:1 1622:1
put 125:1 138:1 139:1 236:1 295:1 1620:1
in 26:1 123:1 139:1 234:1 1621:1 5546:1
place 24:1 124:1 131:1 134:1 235:1 5544:1
and 25:1 83:1 129:1 132:1 293:1 5545:1
has 81:1 130:1 133:1 140:1 291:1 296:1
been 10:1 82:1 138:1 140:1 292:1 294:1
practised 2:1 138:1 139:1 295:1 572:1 11708:1
effectively 9:1 44:1 139:1 570:1 11706:1
, 42:1 571:1 848:1 896:1 11707:1
we 43:1 668:1 671:1 846:1 894:1
have 140:1 666:1 669:1 847:1 895:1 2993:1
seen 68:1 138:1 287:1 667:1 670:1 2991:1
a 10:1 66:1 139:1 152:1 285:1 2992:1
dramatic 2:1 26:1 67:1 150:1 286:1 15071:1
reduction 9:1 24:1 125:1 151:1 236:1 15069:1
in 10:1 25:1 123:1 152:1 234:1 15070:1
inter-hospital 2:1 124:1 131:1 134:1 150:1 235:1
and 9:1 26:1 129:1 132:1 151:1 23447:1
community 24:1 26:1 130:1 133:1 19856:1 23445:1
transfer 24:1 25:1 125:1 161:1 19854:1 23446:1
of 25:1 68:1 123:1 159:1 650:1 19855:1
this 26:1 66:1 124:1 160:1 648:1 9770:1
agent 24:1 62:1 67:1 649:1 9768:1
. 4:1 8:1 25:1 60:1 9769:1
They 3:1 7:1 11:1 668:1 671:1 846:1 3267:1
have 572:1 666:1 669:1 847:1 1442:1 3268:1
also 140:1 296:1 570:1 667:1 670:1 1440:1
been 74:1 138:1 294:1 571:1 1441:1 4637:1
working 72:1 139:1 295:1 572:1 4635:1 16922:1
hard 73:1 125:1 236:1 570:1 4636:1 16920:1
in 104:1 123:1 234:1 571:1 6659:1 16921:1
terms 102:1 124:1 125:1 161:1 235:1 6657:1
of 103:1 123:1 152:1 159:1 629:1 6658:1
clinical 26:1 124:1 150:1 160:1 627:1 3653:1
management 24:1 44:1 151:1 628:1 3651:1
, 25:1 42:1 131:1 134:1 3652:1
and 43:1 129:1 132:1 848:1 896:1
we 130:1 133:1 572:1 846:1 894:1 1259:1
now 570:1 668:1 671:1 847:1 895:1 1257:1
have 68:1 287:1 571:1 666:1 669:1 1258:1
a 66:1 152:1 285:1 667:1 670:1 4745:1
large 67:1 101:1 104:1 150:1 286:1 4743:1
data 26:1 99:1 102:1 151:1 4744:1 5063:1
set 24:1 100:1 103:1 125:1 161:1 5061:1
of 25:1 26:1 123:1 159:1 470:1 5062:1
information 24:1 124:1 125:1 160:1 468:1 473:1
about 25:1 68:1 123:1 469:1 471:1 650:1
this 26:1 66:1 124:1 472:1 648:1 4577:1
syndrome 24:1 67:1 649:1 821:1 824:1 4575:1
which 25:1 819:1 822:1 1010:1 1355:1 4576:1
will 611:1 820:1 823:1 1008:1 1353:1 3578:1
help 609:1 848:1 1009:1 1354:1 3576:1 9836:1
us 113:1 116:1 610:1 846:1 3577:1 9834:1
to 111:1 114:1 611:1 847:1 9473:1 9835:1
understand 112:1 115:1 609:1 914:1 1823:1 9471:1
its 152:1 610:1 629:1 912:1 1821:1 9472:1
clinical 26:1 150:1 627:1 913:1 1822:1 3248:1
cause 24:1 131:1 134:1 151:1 628:1 3246:1
and 25:1 129:1 132:1 152:1 2687:1 3247:1
possible 130:1 133:1 150:1 152:1 2685:1 3671:1
effective 10:1 104:1 150:1 151:1 2686:1 3669:1
treatments 2:1 62:1 102:1 151:1 3670:1
. 4:1 8:1 9:1 60:1 103:1
It 3:1 7:1 11:1 83:1 846:1 3714:1 20432:1
s 81:1 140:1 296:1 847:1 3715:1 20430:1
been 82:1 138:1 140:1 294:1 3719:1 20431:1
shown 125:1 138:1 139:1 295:1 515:1 3717:1
that 123:1 139:1 152:1 513:1 2213:1 3718:1
good 10:1 124:1 150:1 152:1 514:1 2211:1
supportive 2:1 26:1 150:1 151:1 1175:1 2212:1
care 9:1 24:1 83:1 151:1 293:1 1173:1
has 25:1 81:1 140:1 291:1 296:1 1174:1
been 82:1 138:1 152:1 292:1 294:1 3671:1
effective 44:1 139:1 150:1 295:1 3669:1
, 42:1 131:1 134:1 151:1 3670:1
and 43:1 129:1 132:1 848:1 896:1
we 130:1 133:1 671:1 846:1 894:1 1052:1
are 572:1 669:1 847:1 895:1 1050:1 1259:1
now 125:1 236:1 570:1 670:1 1051:1 1257:1
in 68:1 123:1 234:1 287:1 571:1 1258:1
a 10:1 26:1 66:1 124:1 235:1 285:1
position 2:1 24:1 67:1 125:1 236:1 286:1
in 9:1 17:1 25:1 123:1 234:1 15707:1
Viet 11:1 15:1 17:1 124:1 235:1 15705:1 15710:1
Nam 11:1 15:1 16:1 1046:1 3371:1 15706:1 15708:1
where 16:1 44:1 1044:1 3369:1 15709:1
, 42:1 572:1 1045:1 1259:1 3370:1
now 43:1 125:1 515:1 570:1 1257:1
that 123:1 513:1 571:1 848:1 896:1 1258:1
we 124:1 514:1 668:1 671:1 846:1 894:1
have 140:1 666:1 669:1 847:1 895:1 2720:1
developed 68:1 138:1 287:1 667:1 670:1 2718:1
a 10:1 26:1 66:1 139:1 285:1 2719:1
discharge 2:1 24:1 26:1 67:1 286:1 3647:1
policy 9:1 24:1 25:1 44:1 3645:1
, 25:1 42:1 68:1 287:1 3646:1
a 26:1 43:1 66:1 285:1 548:1
number 24:1 67:1 125:1 161:1 286:1 546:1
of 25:1 104:1 123:1 159:1 545:1 547:1
patients 102:1 124:1 160:1 543:1 671:1 1052:1
are 103:1 152:1 544:1 669:1 1050:1 5699:1
likely 113:1 116:1 150:1 670:1 1051:1 5697:1
to 111:1 114:1 151:1 611:1 734:1 5698:1
be 112:1 115:1 140:1 609:1 732:1 18449:1
discharged 125:1 138:1 206:1 610:1 733:1 18447:1
from 26:1 123:1 139:1 204:1 878:1 18448:1
hospital 24:1 124:1 125:1 205:1 236:1 876:1
in 25:1 68:1 123:1 173:1 234:1 877:1
the 66:1 124:1 171:1 235:1 572:1 899:1
very 67:1 152:1 172:1 570:1 897:1 6386:1
near 26:1 150:1 571:1 898:1 5726:1 6384:1
future 24:1 62:1 151:1 5724:1 6385:1
. 4:1 8:1 25:1 60:1 5725:1
In 3:1 7:1 11:1 17:1 123:1 1182:1 5687:1
Hong 11:1 15:1 17:1 124:1 1183:1 5685:1 5690:1
Kong 11:1 15:1 16:1 848:1 896:1 5686:1 5688:1
we 16:1 668:1 671:1 846:1 894:1 5689:1
have 68:1 287:1 666:1 669:1 847:1 895:1
a 10:1 66:1 152:1 285:1 667:1 670:1
5-person 2:1 26:1 67:1 150:1 286:1 2675:1
team 9:1 24:1 151:1 515:1 824:1 2673:1
that 25:1 83:1 293:1 513:1 822:1 2674:1
has 81:1 140:1 291:1 296:1 514:1 823:1
been 74:1 82:1 138:1 292:1 294:1 14660:1
focusing 72:1 125:1 139:1 295:1 770:1 14658:1
on 73:1 123:1 152:1 768:1 2387:1 14659:1
epidemiological 26:1 124:1 150:1 769:1 2385:1 2714:1
research 24:1 131:1 134:1 151:1 2386:1 2712:1
and 25:1 83:1 129:1 132:1 293:1 2713:1
has 81:1 130:1 133:1 140:1 291:1 1640:1
provided 68:1 82:1 138:1 287:1 292:1 1638:1
a 26:1 66:1 139:1 285:1 1639:1 9839:1
lot 24:1 67:1 125:1 161:1 286:1 9837:1
of 25:1 101:1 104:1 123:1 159:1 9838:1
data 99:1 102:1 124:1 125:1 160:1 236:1
in 100:1 103:1 104:1 123:1 234:1 6659:1
terms 102:1 124:1 125:1 161:1 235:1 6657:1
of 103:1 123:1 159:1 1046:1 5390:1 6658:1
how 68:1 124:1 160:1 650:1 1044:1 5388:1
this 66:1 152:1 648:1 1045:1 2372:1 5389:1
infectious 26:1 67:1 150:1 649:1 2370:1 9770:1
agent 24:1 83:1 151:1 293:1 2371:1 9768:1
has 25:1 81:1 140:1 291:1 296:1 9769:1
been 82:1 138:1 140:1 292:1 294:1 8510:1
transferred 131:1 134:1 138:1 139:1 295:1 8508:1
and 129:1 132:1 139:1 140:1 1031:1 8509:1
transmitted 125:1 130:1 133:1 138:1 1029:1 1088:1
between 104:1 123:1 139:1 1030:1 1049:1 1086:1
people 102:1 124:1 131:1 134:1 1047:1 1087:1
and 103:1 129:1 132:1 725:1 728:1 1048:1
what 26:1 130:1 133:1 401:1 723:1 726:1
infection 24:1 26:1 399:1 724:1 727:1 1994:1
control 24:1 25:1 104:1 400:1 1992:1 2507:1
measures 25:1 102:1 671:1 1052:1 1993:1 2505:1
are 103:1 140:1 669:1 1050:1 2506:1 12365:1
required 62:1 138:1 670:1 1051:1 12363:1
. 4:1 8:1 60:1 139:1 12364:1
A 3:1 7:1 10:1 11:1 66:1 152:1 255:1
5-person 2:1 26:1 67:1 150:1 256:1 2675:1
team 9:1 24:1 110:1 151:1 2673:1 4970:1
arrived 25:1 108:1 125:1 770:1 2674:1 4968:1
on 17:1 109:1 123:1 768:1 4969:1 5351:1
Sunday 11:1 15:1 124:1 125:1 236:1 769:1 5349:1
in 16:1 17:1 123:1 234:1 4607:1 5350:1
China 11:1 15:1 62:1 124:1 235:1 4605:1
. 4:1 8:1 16:1 60:1 4606:1
They 3:1 7:1 11:1 668:1 671:1 846:1 3267:1
have 68:1 287:1 666:1 669:1 847:1 3268:1
a 10:1 26:1 66:1 285:1 667:1 670:1
remit 2:1 24:1 67:1 89:1 286:1 503:1
-LSB- 9:1 25:1 87:1 501:1 611:1 13991:1
permit 62:1 88:1 502:1 609:1 950:1 13989:1
? 60:1 95:1 610:1 641:1 948:1 13990:1
-RSB- 4:1 8:1 61:1 93:1 639:1 949:1
to 3:1 7:1 111:1 114:1 611:1 2999:1
review 68:1 112:1 115:1 173:1 609:1 2997:1
the 66:1 152:1 171:1 610:1 2387:1 2998:1
epidemiological 67:1 101:1 104:1 150:1 172:1 2385:1
data 99:1 102:1 151:1 515:1 824:1 2386:1
that 83:1 100:1 103:1 513:1 822:1 20432:1
s 81:1 140:1 296:1 514:1 823:1 20430:1
been 82:1 138:1 140:1 294:1 4676:1 20431:1
collected 125:1 138:1 139:1 143:1 295:1 4674:1
by 68:1 123:1 139:1 141:1 173:1 4675:1
the 66:1 124:1 142:1 152:1 171:1 4568:1
Chinese 11:1 67:1 104:1 150:1 172:1 1415:1 4566:1
authorities 102:1 131:1 134:1 151:1 1413:1 4567:1
and 103:1 129:1 132:1 572:1 1414:1 1442:1
also 113:1 116:1 130:1 133:1 570:1 1440:1
to 111:1 114:1 571:1 611:1 1441:1 3578:1
help 112:1 115:1 609:1 611:1 3576:1 4406:1
support 68:1 173:1 609:1 610:1 3577:1 4404:1
the 10:1 26:1 66:1 171:1 610:1 4405:1
microbiology 2:1 24:1 67:1 131:1 134:1 172:1
and 9:1 25:1 26:1 129:1 132:1 12524:1
virology 24:1 104:1 130:1 133:1 3185:1 12522:1
investigations 25:1 102:1 125:1 959:1 3183:1 12523:1
into 68:1 103:1 123:1 650:1 957:1 3184:1
this 26:1 66:1 124:1 648:1 722:1 958:1
outbreak 24:1 62:1 67:1 649:1 720:1
. 4:1 8:1 25:1 60:1 721:1
So 3:1 7:1 11:1 570:1 1361:1 1364:1 5274:1
there 83:1 293:1 571:1 1359:1 1362:1 5275:1
has 81:1 140:1 291:1 296:1 1360:1 1363:1
been 68:1 82:1 138:1 292:1 294:1 1022:1
an 10:1 66:1 139:1 152:1 295:1 1020:1
unprecedented 2:1 67:1 150:1 152:1 1021:1 10343:1
collaborative 9:1 26:1 150:1 151:1 10341:1 19634:1
effort 24:1 44:1 151:1 10342:1 19632:1
, 25:1 42:1 131:1 134:1 19633:1
and 43:1 129:1 132:1 413:1 4400:1
all 68:1 130:1 133:1 173:1 411:1 4398:1
the 66:1 104:1 171:1 412:1 4399:1 23429:1
institutions 67:1 102:1 172:1 515:1 824:1 23427:1
that 103:1 513:1 671:1 822:1 1052:1 23428:1
are 74:1 514:1 669:1 823:1 1050:1 4637:1
working 72:1 125:1 236:1 670:1 1051:1 4635:1
in 68:1 73:1 123:1 173:1 234:1 4636:1
the 66:1 124:1 152:1 171:1 235:1 10439:1
various 67:1 104:1 150:1 172:1 2297:1 10437:1
forms 44:1 102:1 151:1 2295:1 10438:1
, 42:1 103:1 125:1 2296:1 3617:1
whether 43:1 123:1 848:1 863:1 3615:1
it 124:1 611:1 734:1 846:1 861:1 3616:1
be 125:1 236:1 609:1 732:1 847:1 862:1
in 68:1 123:1 173:1 234:1 610:1 733:1
the 26:1 66:1 124:1 171:1 235:1 8090:1
field 24:1 67:1 104:1 172:1 4967:1 8088:1
teams 25:1 44:1 102:1 4965:1 8089:1
, 42:1 103:1 125:1 236:1 4966:1
in 43:1 68:1 123:1 173:1 234:1
the 66:1 124:1 152:1 171:1 235:1 629:1
clinical 26:1 67:1 150:1 172:1 627:1 21368:1
network 24:1 44:1 151:1 628:1 21366:1
, 25:1 42:1 134:1 197:1 21367:1
or 43:1 125:1 132:1 195:1 236:1
in 68:1 123:1 133:1 173:1 196:1 234:1
the 26:1 66:1 124:1 171:1 235:1 1349:1
laboratory 24:1 26:1 67:1 172:1 1347:1 21368:1
network 24:1 25:1 32:1 338:1 1348:1 21366:1
; 25:1 30:1 68:1 173:1 336:1 21367:1
the 31:1 66:1 104:1 171:1 337:1 5387:1
details 67:1 102:1 125:1 161:1 172:1 5385:1
of 68:1 103:1 123:1 159:1 413:1 5386:1
all 66:1 124:1 125:1 160:1 161:1 411:1
of 67:1 68:1 123:1 159:1 412:1 3827:1
those 66:1 124:1 160:1 671:1 1052:1 3825:1
are 67:1 125:1 669:1 770:1 1050:1 3826:1
on 68:1 123:1 173:1 670:1 768:1 1051:1
the 10:1 66:1 104:1 124:1 171:1 769:1
sheets 2:1 67:1 102:1 125:1 172:1 485:1
at 9:1 68:1 103:1 123:1 173:1 483:1
the 26:1 66:1 124:1 171:1 484:1 5282:1
back 24:1 67:1 125:1 172:1 974:1 5280:1
if 25:1 104:1 123:1 972:1 1049:1 5281:1
people 102:1 124:1 671:1 973:1 1047:1 13889:1
want 103:1 113:1 116:1 669:1 1048:1 13887:1
to 111:1 114:1 611:1 670:1 12152:1 13888:1
look 112:1 115:1 125:1 485:1 609:1 12150:1
at 68:1 123:1 483:1 610:1 3827:1 12151:1
those 62:1 66:1 124:1 484:1 3825:1
. 4:1 8:1 60:1 67:1 3826:1
When 3:1 7:1 11:1 848:1 1044:1 2972:1 13509:1
I 11:1 671:1 846:1 1045:1 2970:1 12152:1 13510:1
look 125:1 485:1 669:1 847:1 2971:1 12150:1
at 68:1 123:1 173:1 483:1 670:1 12151:1
the 66:1 124:1 171:1 484:1 527:1 1460:1
latest 67:1 104:1 172:1 525:1 563:1 1458:1
figures 102:1 125:1 206:1 526:1 561:1 1459:1
from 68:1 103:1 123:1 173:1 204:1 562:1
the 66:1 124:1 171:1 205:1 728:1 4694:1
WHO 11:1 44:1 67:1 172:1 726:1 4692:1
, 42:1 727:1 848:1 863:1 4693:1
it 43:1 83:1 479:1 846:1 861:1
is 10:1 81:1 477:1 572:1 847:1 862:1
really 2:1 10:1 82:1 152:1 478:1 570:1
worrying 2:1 9:1 125:1 150:1 571:1 3122:1
because 9:1 123:1 151:1 848:1 863:1 3120:1
it 83:1 124:1 846:1 861:1 3121:1 9773:1
seems 81:1 113:1 116:1 847:1 862:1 9771:1
to 82:1 111:1 114:1 848:1 9772:1 11756:1
me 112:1 115:1 125:1 515:1 846:1 11754:1
that 123:1 513:1 572:1 847:1 4664:1 11755:1
only 124:1 125:1 236:1 514:1 570:1 4662:1
in 17:1 123:1 234:1 571:1 4663:1 5687:1
Hong 11:1 15:1 17:1 124:1 235:1 5685:1 5690:1
Kong 11:1 15:1 16:1 44:1 5686:1 5688:1
, 16:1 42:1 68:1 173:1 5689:1
the 43:1 66:1 104:1 171:1 563:1
figures 67:1 102:1 110:1 172:1 561:1 20882:1
kept 74:1 103:1 108:1 562:1 9575:1 20880:1
increasing 72:1 109:1 131:1 134:1 9573:1 20881:1
and 73:1 129:1 132:1 848:1 896:1 9574:1
we 130:1 133:1 668:1 671:1 846:1 894:1
have 572:1 666:1 669:1 847:1 895:1 1259:1
now 50:1 305:1 570:1 667:1 670:1 1257:1
10 48:1 104:1 303:1 551:1 571:1 1258:1
deaths 49:1 62:1 102:1 304:1 549:1
. 4:1 8:1 60:1 103:1 550:1
What 3:1 7:1 11:1 671:1 726:1 1052:1 4737:1
are 68:1 173:1 669:1 727:1 1050:1 4738:1
the 66:1 104:1 171:1 670:1 1051:1 1232:1
factors 67:1 102:1 172:1 515:1 824:1 1230:1
that 103:1 513:1 671:1 822:1 1231:1 4433:1
make 17:1 514:1 669:1 823:1 4431:1 5687:1
Hong 11:1 15:1 17:1 670:1 4432:1 5685:1 5690:1
Kong 11:1 15:1 16:1 572:1 1328:1 5686:1 5688:1
so 16:1 152:1 570:1 1326:1 5689:1 13742:1
special 62:1 150:1 571:1 950:1 1327:1 13740:1
? 4:1 8:1 60:1 151:1 948:1 13741:1
It 3:1 7:1 11:1 83:1 846:1 3714:1 9773:1
seems 68:1 81:1 173:1 847:1 3715:1 9771:1
the 26:1 66:1 82:1 171:1 965:1 9772:1
situation 24:1 67:1 83:1 172:1 479:1 963:1
is 25:1 81:1 477:1 572:1 964:1 1097:1
not 82:1 125:1 478:1 570:1 1095:1 1337:1
under 26:1 123:1 571:1 1096:1 1335:1 1994:1
control 24:1 62:1 124:1 1336:1 1992:1
. 4:1 8:1 25:1 60:1 1993:1
A. 3:1 7:1 11:1 17:1 24:1 1430:1 2151:1
Dr 11:1 15:1 17:1 25:1 1428:1 2152:1 9815:1
David 10:1 11:1 15:1 16:1 17:1 1429:1 9813:1
Heymann 2:1 11:1 15:1 16:1 32:1 9814:1
: 9:1 16:1 30:1 914:1 4373:1
Our 11:1 31:1 104:1 912:1 4371:1 4967:1
teams 102:1 671:1 913:1 1052:1 4372:1 4965:1
are 103:1 572:1 669:1 1050:1 1442:1 4966:1
also 140:1 570:1 670:1 1051:1 1440:1 5735:1
concerned 125:1 138:1 473:1 571:1 1441:1 5733:1
about 68:1 123:1 139:1 173:1 471:1 5734:1
the 26:1 66:1 124:1 171:1 472:1 965:1
situation 24:1 67:1 125:1 172:1 236:1 963:1
in 17:1 25:1 123:1 234:1 964:1 5687:1
Hong 11:1 15:1 17:1 124:1 235:1 5685:1 5690:1
Kong 11:1 15:1 16:1 125:1 3122:1 5686:1 5688:1
because 16:1 123:1 125:1 161:1 3120:1 5689:1
of 123:1 124:1 159:1 914:1 1823:1 3121:1
its 26:1 124:1 160:1 833:1 912:1 1821:1
spread 24:1 125:1 236:1 831:1 913:1 1822:1
in 25:1 123:1 152:1 234:1 832:1 2441:1
many 124:1 150:1 152:1 235:1 2439:1 2723:1
different 104:1 150:1 151:1 1169:1 2440:1 2721:1
hospitals 44:1 102:1 151:1 1167:1 2722:1
, 42:1 103:1 131:1 134:1 1168:1
and 43:1 129:1 132:1 911:1 914:1
our 26:1 130:1 133:1 909:1 912:1 2675:1
team 24:1 910:1 913:1 1361:1 1364:1 2673:1
there 25:1 83:1 479:1 1359:1 1362:1 2674:1
is 74:1 81:1 477:1 1360:1 1363:1 4637:1
working 72:1 82:1 125:1 398:1 478:1 4635:1
with 68:1 73:1 123:1 173:1 396:1 4636:1
the 26:1 66:1 124:1 171:1 397:1 6785:1
government 24:1 67:1 125:1 172:1 236:1 6783:1
in 17:1 25:1 123:1 234:1 5687:1 6784:1
Hong 11:1 15:1 17:1 124:1 235:1 5685:1 5690:1
Kong 11:1 15:1 16:1 44:1 5686:1 5688:1
, 16:1 42:1 572:1 1097:1 5689:1
not 43:1 570:1 572:1 1095:1 4664:1
only 113:1 116:1 570:1 571:1 1096:1 4662:1
to 111:1 114:1 571:1 1061:1 1643:1 4663:1
better 112:1 115:1 611:1 1059:1 1641:1 9473:1
understand 609:1 725:1 728:1 1060:1 1642:1 9471:1
what 83:1 610:1 723:1 726:1 9472:1 20432:1
s 74:1 81:1 724:1 727:1 10916:1 20430:1
going 72:1 82:1 125:1 770:1 10914:1 20431:1
on 73:1 123:1 125:1 236:1 768:1 10915:1
in 17:1 123:1 124:1 234:1 769:1 5687:1
Hong 11:1 15:1 17:1 124:1 235:1 5685:1 5690:1
Kong 11:1 15:1 16:1 125:1 158:1 5686:1 5688:1
as 16:1 123:1 156:1 572:1 1331:1 5689:1
far 124:1 125:1 157:1 158:1 570:1 1329:1
as 68:1 123:1 156:1 173:1 571:1 1330:1
the 26:1 66:1 124:1 157:1 171:1 10211:1
epidemiology 24:1 67:1 134:1 172:1 197:1 10209:1
or 25:1 68:1 132:1 173:1 195:1 10210:1
the 26:1 66:1 133:1 171:1 196:1 1562:1
transmission 24:1 67:1 125:1 161:1 172:1 1560:1
of 25:1 68:1 123:1 159:1 173:1 1561:1
the 26:1 66:1 124:1 160:1 171:1 743:1
disease 24:1 44:1 67:1 172:1 741:1
, 25:1 42:1 134:1 742:1 2072:1
but 43:1 132:1 572:1 1442:1 2070:1
also 125:1 133:1 236:1 570:1 1440:1 2071:1
in 74:1 123:1 234:1 571:1 1441:1 10919:1
trying 72:1 113:1 116:1 124:1 235:1 10917:1
to 73:1 111:1 114:1 611:1 6437:1 10918:1
stop 68:1 112:1 115:1 173:1 609:1 6435:1
the 26:1 66:1 171:1 610:1 833:1 6436:1
spread 24:1 67:1 125:1 161:1 172:1 831:1
of 25:1 68:1 123:1 159:1 173:1 832:1
the 26:1 66:1 124:1 160:1 171:1 743:1
disease 24:1 62:1 67:1 172:1 741:1
. 4:1 8:1 25:1 60:1 742:1
There 3:1 7:1 11:1 671:1 1052:1 1362:1 3147:1
are 104:1 669:1 1049:1 1050:1 1363:1 3148:1
people 102:1 670:1 728:1 998:1 1047:1 1051:1
who 103:1 671:1 726:1 996:1 1048:1 1052:1
are 26:1 401:1 669:1 727:1 997:1 1050:1
infection 24:1 26:1 399:1 670:1 1051:1 1994:1
control 24:1 25:1 104:1 400:1 1992:1 4685:1
experts 25:1 74:1 102:1 1993:1 4637:1 4683:1
working 72:1 103:1 125:1 236:1 4635:1 4684:1
in 68:1 73:1 123:1 173:1 234:1 4636:1
the 26:1 66:1 124:1 171:1 235:1 6785:1
government 24:1 67:1 131:1 134:1 172:1 6783:1
and 25:1 125:1 129:1 132:1 398:1 6784:1
with 68:1 123:1 130:1 133:1 173:1 396:1
the 26:1 66:1 124:1 171:1 397:1 6785:1
government 24:1 67:1 113:1 116:1 172:1 6783:1
to 25:1 111:1 114:1 611:1 6784:1 23528:1
try 112:1 113:1 115:1 116:1 609:1 23526:1
to 111:1 114:1 610:1 611:1 4433:1 23527:1
make 112:1 115:1 152:1 609:1 4431:1 10541:1
sure 125:1 150:1 515:1 610:1 4432:1 10539:1
that 123:1 151:1 513:1 848:1 896:1 10540:1
we 124:1 514:1 846:1 894:1 1010:1 1082:1
can 611:1 847:1 895:1 1008:1 1080:1 6437:1
stop 68:1 609:1 650:1 1009:1 1081:1 6435:1
this 26:1 66:1 610:1 648:1 722:1 6436:1
outbreak 24:1 62:1 67:1 649:1 720:1
. 4:1 8:1 25:1 60:1 721:1
I 3:1 7:1 11:1 572:1 846:1 2970:1 4340:1
just 570:1 671:1 847:1 2971:1 4338:1 7238:1
need 113:1 116:1 571:1 669:1 4339:1 7236:1
to 111:1 114:1 611:1 670:1 7237:1 18518:1
remind 112:1 115:1 609:1 848:1 4484:1 18516:1
you 125:1 610:1 846:1 4482:1 12581:1 18517:1
though 68:1 123:1 515:1 847:1 4483:1 12579:1
that 66:1 124:1 125:1 485:1 513:1 12580:1
at 67:1 123:1 152:1 483:1 514:1 2495:1
present 124:1 150:1 484:1 1361:1 1364:1 2493:1
there 83:1 151:1 479:1 1359:1 1362:1 2494:1
is 68:1 81:1 477:1 1360:1 1363:1 2834:1
no 26:1 66:1 82:1 478:1 2129:1 2832:1
evidence 24:1 67:1 125:1 515:1 2127:1 2833:1
that 25:1 123:1 513:1 1361:1 1364:1 2128:1
there 83:1 124:1 479:1 514:1 1359:1 1362:1
is 68:1 81:1 477:1 1360:1 1363:1 2027:1
any 26:1 66:1 82:1 478:1 1562:1 2025:1
transmission 24:1 67:1 149:1 152:1 1560:1 2026:1
other 25:1 125:1 147:1 150:1 1561:1 2477:1
