From 3:1 7:1 11:1 26:1 123:1 8289:1 12593:1
leaf 24:1 26:1 124:1 8290:1 12591:1 20270:1
rust 10:1 24:1 25:1 104:1 12592:1 20268:1
collections 2:1 25:1 102:1 140:1 1109:1 20269:1
made 9:1 103:1 125:1 138:1 236:1 1107:1
in 123:1 139:1 152:1 234:1 1108:1 3059:1
late 17:1 124:1 150:1 235:1 3057:1 5804:1
March 11:1 15:1 125:1 151:1 236:1 3058:1 5802:1
in 16:1 17:1 123:1 221:1 234:1 5803:1
Louisiana 11:1 15:1 124:1 131:1 134:1 219:1 235:1
and 16:1 17:1 129:1 132:1 220:1 317:1
Georgia 11:1 15:1 44:1 130:1 133:1 315:1
, 16:1 42:1 316:1 1361:1 1364:1
there 43:1 83:1 293:1 1359:1 1362:1
has 81:1 140:1 291:1 296:1 1360:1 1363:1
been 68:1 82:1 138:1 287:1 292:1 294:1
a 66:1 139:1 152:1 285:1 295:1 2828:1
significant 26:1 67:1 150:1 286:1 2826:1 7463:1
increase 24:1 125:1 151:1 236:1 2827:1 7461:1
in 25:1 68:1 123:1 173:1 234:1 7462:1
the 26:1 66:1 124:1 171:1 235:1 548:1
number 24:1 67:1 125:1 161:1 172:1 546:1
of 25:1 26:1 123:1 159:1 547:1 20201:1
T 11:1 24:1 32:1 124:1 160:1 1274:1 20199:1
-- 25:1 30:1 104:1 1272:1 9122:1 20200:1
races 31:1 102:1 515:1 824:1 1273:1 9120:1
that 103:1 513:1 668:1 671:1 822:1 9121:1
have 140:1 296:1 514:1 666:1 669:1 823:1
been 138:1 140:1 294:1 667:1 670:1 2216:1
found 62:1 138:1 139:1 295:1 2214:1
. 4:1 8:1 60:1 139:1 2215:1
Many 3:1 7:1 11:1 125:1 150:1 161:1 5874:1
of 68:1 123:1 151:1 159:1 173:1 5875:1
the 26:1 66:1 124:1 160:1 171:1 20201:1
T 11:1 24:1 32:1 67:1 172:1 1274:1 20199:1
-- 25:1 30:1 104:1 1272:1 9122:1 20200:1
races 31:1 102:1 110:1 203:1 1273:1 9120:1
were 103:1 108:1 201:1 572:1 1442:1 9121:1
also 109:1 152:1 202:1 570:1 1440:1 7025:1
virulent 113:1 116:1 150:1 571:1 1441:1 7023:1
to 10:1 26:1 111:1 114:1 151:1 7024:1
Lr9 2:1 11:1 24:1 112:1 115:1 131:1 134:1
and 9:1 25:1 50:1 129:1 132:1 305:1
10 48:1 130:1 133:1 303:1 821:1 824:1
which 49:1 83:1 304:1 479:1 819:1 822:1
is 68:1 81:1 287:1 477:1 820:1 823:1
a 10:1 26:1 66:1 82:1 285:1 478:1
combination 2:1 24:1 67:1 125:1 161:1 286:1
of 9:1 10:1 25:1 104:1 123:1 159:1
virulences 2:1 102:1 124:1 160:1 515:1 824:1
that 9:1 83:1 103:1 293:1 513:1 822:1
has 81:1 140:1 291:1 296:1 514:1 823:1
been 82:1 138:1 292:1 294:1 572:1 16508:1
rarely 139:1 140:1 295:1 570:1 2216:1 16506:1
found 125:1 138:1 236:1 571:1 2214:1 16507:1
in 123:1 139:1 152:1 234:1 2215:1 5720:1
past 26:1 124:1 150:1 235:1 5718:1 12593:1
leaf 24:1 26:1 151:1 5719:1 12591:1 20270:1
rust 24:1 25:1 104:1 12592:1 17066:1 20268:1
surveys 25:1 62:1 102:1 17064:1 20269:1
. 4:1 8:1 60:1 103:1 17065:1
One 3:1 7:1 11:1 48:1 125:1 161:1 537:1
of 49:1 68:1 123:1 159:1 323:1 538:1
these 66:1 110:1 124:1 160:1 275:1 321:1
was 67:1 108:1 140:1 273:1 322:1 8402:1
identified 109:1 125:1 138:1 206:1 274:1 8400:1
from 26:1 123:1 139:1 204:1 8401:1 20270:1
rust 10:1 24:1 104:1 124:1 205:1 20268:1
collections 2:1 25:1 102:1 140:1 1109:1 20269:1
made 9:1 103:1 125:1 138:1 206:1 1107:1
from 68:1 123:1 139:1 173:1 204:1 1108:1
the 10:1 17:1 66:1 124:1 171:1 205:1
cultivar 2:1 10:1 15:1 17:1 67:1 172:1
Mason 2:1 9:1 11:1 15:1 16:1 125:1 236:1
in 9:1 16:1 17:1 123:1 221:1 234:1
Louisiana 11:1 15:1 62:1 124:1 219:1 235:1
. 4:1 8:1 16:1 60:1 220:1
********** 2:1 3:1 7:1 10:1 15:1 17:1
Wheat 2:1 9:1 10:1 11:1 15:1 16:1 26:1
stripe 2:1 9:1 16:1 24:1 26:1 20270:1
rust 9:1 24:1 25:1 62:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 10:1 16:1 26:1 42:1 2260:1
stripe 2:1 24:1 26:1 43:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 108:1 140:1 273:1 2486:1 20269:1
observed 109:1 125:1 138:1 274:1 1163:1 2484:1
throughout 123:1 139:1 152:1 1161:1 2485:1 8699:1
eastern 17:1 124:1 150:1 1162:1 8697:1 16688:1
Kansas 11:1 15:1 44:1 151:1 8698:1 16686:1
, 16:1 42:1 152:1 16687:1 22352:1
northwestern 10:1 17:1 43:1 150:1 22350:1
Missouri 2:1 11:1 15:1 131:1 134:1 151:1 22351:1
and 9:1 10:1 16:1 129:1 132:1 152:1
southeastern 2:1 17:1 130:1 133:1 150:1 9458:1
Nebraska 9:1 11:1 15:1 104:1 151:1 9456:1 15467:1
fields 16:1 62:1 102:1 9457:1 15465:1
. 4:1 8:1 60:1 103:1 15466:1
In 3:1 7:1 11:1 123:1 572:1 1182:1 3302:1
south 124:1 152:1 570:1 1183:1 2753:1 3300:1
central 17:1 150:1 571:1 2751:1 3301:1 16688:1
Kansas 10:1 11:1 15:1 104:1 151:1 2752:1 16686:1
plots 2:1 16:1 44:1 102:1 16687:1
, 9:1 10:1 42:1 103:1 104:1
severities 2:1 43:1 102:1 110:1 371:1
ranged 9:1 103:1 108:1 125:1 206:1 369:1
from 104:1 109:1 123:1 204:1 370:1 13757:1
traces 102:1 113:1 116:1 124:1 205:1 13755:1
to 50:1 103:1 111:1 114:1 4385:1 13756:1
60 26:1 48:1 112:1 115:1 332:1 4383:1
% 24:1 49:1 125:1 330:1 2021:1 4384:1
while 25:1 123:1 125:1 236:1 331:1 2019:1
in 17:1 123:1 124:1 234:1 2020:1 9458:1
Nebraska 11:1 15:1 104:1 124:1 235:1 9456:1 15467:1
fields 16:1 44:1 102:1 9457:1 15465:1
, 42:1 50:1 103:1 224:1 15466:1
1 26:1 43:1 48:1 222:1 332:1
% 10:1 24:1 49:1 104:1 223:1 330:1
severities 2:1 25:1 102:1 110:1 203:1 331:1
were 9:1 103:1 108:1 140:1 201:1 2486:1
observed 62:1 109:1 138:1 202:1 2484:1
. 4:1 8:1 60:1 139:1 2485:1
This 3:1 7:1 11:1 26:1 66:1 1166:1 2139:1
year 24:1 67:1 125:1 236:1 1164:1 2140:1
in 25:1 68:1 123:1 173:1 234:1 1165:1
the 17:1 66:1 124:1 171:1 235:1 13370:1
Great 10:1 11:1 15:1 41:1 67:1 172:1 13368:1
Plains 2:1 11:1 16:1 39:1 68:1 173:1 13369:1
the 9:1 10:1 40:1 66:1 152:1 171:1
cool 2:1 26:1 67:1 150:1 172:1 5624:1
spring 9:1 24:1 131:1 134:1 151:1 5622:1
and 10:1 25:1 129:1 132:1 152:1 5623:1
nighttime 2:1 104:1 130:1 133:1 150:1 15350:1
temperatures 9:1 44:1 102:1 151:1 15348:1
, 42:1 103:1 821:1 824:1 15349:1
which 43:1 110:1 203:1 819:1 822:1
were 108:1 125:1 201:1 236:1 820:1 823:1
in 68:1 109:1 123:1 173:1 202:1 234:1
the 66:1 124:1 152:1 171:1 235:1 3407:1
low 10:1 50:1 67:1 150:1 172:1 3405:1
50s 2:1 44:1 48:1 151:1 3406:1
, 9:1 42:1 49:1 110:1 203:1
were 43:1 108:1 152:1 201:1 11534:1
conducive 109:1 125:1 150:1 202:1 533:1 11532:1
for 10:1 26:1 123:1 151:1 531:1 11533:1
stripe 2:1 24:1 26:1 124:1 532:1 20270:1
rust 9:1 24:1 25:1 26:1 8606:1 20268:1
development 24:1 25:1 62:1 8604:1 20269:1
. 4:1 8:1 25:1 60:1 8605:1
However 3:1 7:1 11:1 44:1 570:1 5997:1
, 42:1 68:1 173:1 571:1 5998:1
the 43:1 66:1 152:1 171:1 1619:1
hot 10:1 67:1 150:1 152:1 172:1 1617:1
windy 2:1 104:1 150:1 151:1 1618:1 1955:1
conditions 9:1 68:1 102:1 151:1 173:1 1953:1
the 66:1 103:1 152:1 171:1 1954:1 4919:1
later 26:1 67:1 150:1 172:1 4917:1 5378:1
part 24:1 125:1 151:1 161:1 4918:1 5376:1
of 17:1 25:1 123:1 159:1 2261:1 5377:1
May 11:1 15:1 124:1 160:1 572:1 1223:1 2259:1
probably 16:1 570:1 1010:1 1221:1 1355:1 2260:1
will 10:1 571:1 611:1 1008:1 1222:1 1353:1
disrupt 2:1 572:1 609:1 1009:1 1354:1 5066:1
much 9:1 125:1 161:1 570:1 610:1 5064:1
of 68:1 123:1 159:1 173:1 571:1 5065:1
the 10:1 26:1 66:1 124:1 160:1 171:1
stripe 2:1 24:1 26:1 67:1 172:1 20270:1
rust 9:1 24:1 25:1 26:1 8606:1 20268:1
development 24:1 25:1 62:1 8604:1 20269:1
. 4:1 8:1 25:1 60:1 8605:1
During 3:1 7:1 11:1 123:1 152:1 168:1 3059:1
late 17:1 124:1 150:1 169:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 125:1 236:1 2260:1
in 43:1 123:1 152:1 234:1 2753:1
central 17:1 124:1 150:1 235:1 422:1 2751:1
Indiana 11:1 15:1 44:1 151:1 420:1 2752:1
, 16:1 42:1 152:1 421:1 1832:1
light 10:1 26:1 43:1 150:1 1830:1
stripe 2:1 24:1 26:1 151:1 1831:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 108:1 140:1 273:1 2216:1 20269:1
found 109:1 125:1 138:1 236:1 274:1 2214:1
in 104:1 123:1 139:1 234:1 2215:1 15467:1
fields 102:1 124:1 131:1 134:1 235:1 15465:1
and 103:1 125:1 129:1 132:1 236:1 15466:1
in 68:1 123:1 130:1 133:1 173:1 234:1
the 66:1 74:1 124:1 171:1 235:1 11234:1
breeding 67:1 72:1 104:1 172:1 9737:1 11232:1
nurseries 10:1 26:1 73:1 102:1 9735:1 11233:1
stripe 2:1 24:1 26:1 103:1 9736:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 108:1 273:1 1058:1 1061:1 20269:1
more 109:1 152:1 274:1 1056:1 1059:1 1076:1
severe 62:1 150:1 1057:1 1060:1 1074:1
. 4:1 8:1 60:1 151:1 1075:1
By 3:1 7:1 11:1 123:1 152:1 795:1 3059:1
late 17:1 124:1 150:1 796:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 125:1 236:1 2260:1
in 43:1 123:1 152:1 234:1 8699:1
eastern 17:1 124:1 150:1 235:1 8697:1 13151:1
Washington 11:1 15:1 44:1 151:1 8698:1 13149:1
, 10:1 16:1 26:1 42:1 13150:1
stripe 2:1 24:1 26:1 43:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 74:1 108:1 273:1 10775:1 20269:1
starting 72:1 109:1 113:1 116:1 274:1 10773:1
to 73:1 111:1 114:1 611:1 7463:1 10774:1
increase 112:1 115:1 125:1 236:1 609:1 7461:1
in 26:1 123:1 234:1 610:1 737:1 7462:1
winter 10:1 24:1 104:1 124:1 235:1 735:1
wheats 2:1 25:1 102:1 131:1 134:1 736:1
and 9:1 26:1 103:1 129:1 132:1 8606:1
development 24:1 110:1 130:1 133:1 275:1 8604:1
was 10:1 25:1 108:1 273:1 491:1 8605:1
slower 2:1 109:1 125:1 274:1 489:1 2477:1
than 9:1 123:1 152:1 490:1 2475:1 15398:1
normal 124:1 125:1 150:1 2476:1 3122:1 15396:1
because 123:1 125:1 151:1 161:1 3120:1 15397:1
of 68:1 123:1 124:1 159:1 173:1 3121:1
the 66:1 124:1 152:1 160:1 171:1 17312:1
dry 67:1 104:1 150:1 172:1 1955:1 17310:1
conditions 102:1 125:1 151:1 236:1 1953:1 17311:1
in 103:1 123:1 152:1 234:1 1523:1 1954:1
early 124:1 131:1 134:1 150:1 235:1 1521:1
and 10:1 129:1 132:1 151:1 152:1 1522:1
mid-May 2:1 130:1 133:1 150:1 821:1 824:1
which 9:1 110:1 151:1 203:1 819:1 822:1
were 108:1 201:1 572:1 820:1 823:1 1097:1
not 109:1 152:1 202:1 570:1 1095:1 11534:1
conducive 125:1 150:1 533:1 571:1 1096:1 11532:1
for 26:1 123:1 151:1 531:1 11533:1 20270:1
rust 24:1 26:1 124:1 532:1 8606:1 20268:1
development 24:1 25:1 62:1 8604:1 20269:1
. 4:1 8:1 25:1 60:1 8605:1
********** 2:1 3:1 7:1 10:1 26:1 150:1
Oat 2:1 9:1 11:1 24:1 26:1 151:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 62:1 16261:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 104:1 2260:1 13757:1
traces 43:1 102:1 125:1 161:1 13755:1
of 10:1 26:1 103:1 123:1 159:1 13756:1
oat 2:1 24:1 26:1 124:1 160:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 110:1 203:1 16261:1 20268:1
were 25:1 108:1 140:1 201:1 2486:1 20269:1
observed 109:1 125:1 138:1 202:1 770:1 2484:1
on 68:1 123:1 139:1 768:1 2485:1 2909:1
some 10:1 66:1 104:1 124:1 769:1 2907:1
cultivars 2:1 67:1 102:1 125:1 236:1 2908:1
in 9:1 68:1 103:1 123:1 234:1 287:1
a 66:1 124:1 152:1 235:1 285:1 3302:1
south 67:1 150:1 152:1 286:1 2753:1 3300:1
central 17:1 150:1 151:1 2751:1 3301:1 16688:1
Kansas 10:1 11:1 15:1 26:1 151:1 2752:1 16686:1
plot 2:1 16:1 24:1 62:1 16687:1
. 4:1 8:1 9:1 25:1 60:1
On 3:1 7:1 11:1 17:1 123:1 504:1 2261:1
May 11:1 15:1 50:1 124:1 505:1 2259:1 7412:1
22 16:1 44:1 48:1 2260:1 7410:1
, 42:1 49:1 152:1 2825:1 7411:1
limited 10:1 26:1 43:1 150:1 2823:1
oat 2:1 24:1 26:1 151:1 2824:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 110:1 275:1 16261:1 20268:1
was 25:1 108:1 140:1 273:1 2216:1 20269:1
found 109:1 125:1 138:1 274:1 770:1 2214:1
on 123:1 139:1 152:1 768:1 2215:1 3404:1
wild 10:1 104:1 124:1 150:1 769:1 3402:1
oats 2:1 89:1 102:1 151:1 3403:1
-LRB- 9:1 50:1 87:1 103:1 1268:1
_ 10:1 17:1 48:1 88:1 1266:1
Avena 2:1 10:1 11:1 15:1 26:1 49:1 1267:1
fatua 2:1 9:1 16:1 24:1 26:1 1268:1
_ 9:1 24:1 25:1 95:1 1266:1
-RRB- 25:1 93:1 125:1 236:1 1267:1
in 10:1 17:1 94:1 123:1 234:1
Sonoma 2:1 11:1 15:1 17:1 124:1 235:1 7943:1
County 9:1 11:1 15:1 16:1 44:1 7941:1
, 16:1 17:1 42:1 7664:1 7942:1
California 11:1 15:1 43:1 62:1 7662:1
. 4:1 8:1 16:1 60:1 7663:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3539:1
general 44:1 124:1 150:1 1183:1 3537:1
, 10:1 26:1 42:1 151:1 3538:1
oat 2:1 24:1 26:1 43:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 26:1 8606:1 16261:1 20268:1
development 24:1 25:1 83:1 479:1 8604:1 20269:1
is 10:1 25:1 81:1 152:1 477:1 8605:1
equal 2:1 82:1 113:1 116:1 150:1 478:1
to 9:1 111:1 114:1 151:1 152:1 1085:1
last 26:1 112:1 115:1 150:1 1083:1 1166:1
year 24:1 125:1 151:1 1084:1 1163:1 1164:1
throughout 25:1 68:1 123:1 173:1 1161:1 1165:1
the 66:1 124:1 152:1 171:1 1162:1 13931:1
southern 17:1 67:1 150:1 172:1 7958:1 13929:1
U.S. 10:1 11:1 15:1 50:1 151:1 7956:1 13930:1
********** 2:1 10:1 16:1 26:1 48:1 7957:1
Oat 2:1 9:1 10:1 11:1 24:1 26:1 49:1
crown 2:1 9:1 24:1 25:1 26:1 20270:1
rust 9:1 24:1 25:1 62:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 104:1 2260:1 13757:1
traces 43:1 102:1 125:1 161:1 13755:1
of 10:1 26:1 103:1 123:1 159:1 13756:1
crown 2:1 24:1 26:1 124:1 160:1 20270:1
rust 9:1 24:1 25:1 110:1 203:1 20268:1
were 25:1 108:1 140:1 201:1 2216:1 20269:1
found 109:1 125:1 138:1 202:1 236:1 2214:1
in 10:1 26:1 123:1 139:1 234:1 2215:1
oat 2:1 10:1 24:1 104:1 124:1 235:1
plots 2:1 9:1 25:1 102:1 125:1 236:1
in 9:1 103:1 123:1 152:1 234:1 3302:1
south 124:1 150:1 152:1 235:1 2753:1 3300:1
central 17:1 150:1 151:1 2751:1 3301:1 16688:1
Kansas 11:1 15:1 131:1 134:1 151:1 2752:1 16686:1
and 16:1 68:1 129:1 132:1 287:1 16687:1
a 26:1 66:1 130:1 133:1 285:1 17549:1
collection 24:1 67:1 125:1 161:1 286:1 17547:1
of 10:1 25:1 26:1 123:1 159:1 17548:1
crown 2:1 24:1 26:1 124:1 160:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 108:1 140:1 273:1 1109:1 20269:1
made 109:1 125:1 138:1 206:1 274:1 1107:1
from 10:1 17:1 123:1 139:1 204:1 1108:1
Avena 2:1 10:1 11:1 15:1 26:1 124:1 205:1
fatua 2:1 9:1 16:1 24:1 125:1 236:1
in 9:1 10:1 17:1 25:1 123:1 234:1
Sonoma 2:1 11:1 15:1 17:1 124:1 235:1 7943:1
County 9:1 11:1 15:1 16:1 44:1 7941:1
, 16:1 17:1 42:1 7664:1 7942:1
California 11:1 15:1 43:1 62:1 7662:1
. 4:1 8:1 16:1 60:1 7663:1
During 3:1 7:1 11:1 123:1 152:1 168:1 3059:1
late 17:1 124:1 150:1 169:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 10:1 16:1 26:1 42:1 2260:1
crown 2:1 24:1 26:1 43:1 20270:1
rust 9:1 10:1 24:1 25:1 152:1 20268:1
aecial 2:1 25:1 104:1 150:1 233:1 20269:1
infections 9:1 102:1 110:1 151:1 203:1 231:1
were 103:1 108:1 140:1 201:1 232:1 2216:1
found 109:1 125:1 138:1 202:1 770:1 2214:1
on 10:1 26:1 123:1 139:1 768:1 2215:1
buckthorn 2:1 10:1 24:1 104:1 124:1 769:1
bushes 2:1 9:1 25:1 102:1 125:1 236:1
in 9:1 103:1 123:1 152:1 234:1 8873:1
east 124:1 150:1 152:1 235:1 2753:1 8871:1
central 150:1 151:1 152:1 434:1 2751:1 8872:1
North 10:1 11:1 17:1 150:1 151:1 432:1 2752:1
Dakota 2:1 11:1 15:1 62:1 151:1 433:1
. 4:1 8:1 9:1 16:1 60:1
********** 2:1 3:1 7:1 10:1 24:1 26:1
Barley 2:1 9:1 11:1 24:1 25:1 26:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 62:1 16261:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
No 3:1 7:1 11:1 66:1 152:1 4067:1 5448:1
new 67:1 104:1 150:1 4065:1 5449:1 18581:1
occurrences 102:1 125:1 151:1 161:1 4066:1 18579:1
of 10:1 26:1 103:1 123:1 159:1 18580:1
barley 2:1 24:1 26:1 124:1 160:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 668:1 671:1 16261:1 20268:1
have 25:1 140:1 296:1 666:1 669:1 20269:1
been 107:1 138:1 140:1 294:1 667:1 670:1
reported 105:1 125:1 138:1 139:1 236:1 295:1
in 68:1 106:1 123:1 139:1 173:1 234:1
the 17:1 66:1 124:1 171:1 235:1 7958:1
U.S. 11:1 15:1 67:1 125:1 172:1 2579:1 7956:1
since 16:1 68:1 123:1 173:1 2577:1 7957:1
the 66:1 124:1 152:1 171:1 1085:1 2578:1
last 26:1 67:1 150:1 172:1 1083:1 5285:1
bulletin 24:1 62:1 151:1 1084:1 5283:1
. 4:1 8:1 25:1 60:1 5284:1
********** 2:1 3:1 7:1 10:1 15:1 17:1
Barley 2:1 9:1 11:1 15:1 16:1 26:1 12593:1
leaf 9:1 16:1 24:1 26:1 12591:1 20270:1
rust 24:1 25:1 62:1 12592:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
There 3:1 7:1 11:1 668:1 671:1 1362:1 3147:1
have 140:1 296:1 666:1 669:1 1363:1 3148:1
been 68:1 138:1 294:1 667:1 670:1 2834:1
no 66:1 139:1 152:1 295:1 2832:1 4067:1
new 67:1 104:1 150:1 2833:1 4065:1 6392:1
reports 102:1 125:1 151:1 161:1 4066:1 6390:1
of 10:1 26:1 103:1 123:1 159:1 6391:1
barley 2:1 24:1 26:1 124:1 160:1 12593:1
leaf 9:1 24:1 25:1 26:1 12591:1 20270:1
rust 24:1 25:1 125:1 2579:1 12592:1 20268:1
since 25:1 68:1 123:1 173:1 2577:1 20269:1
the 66:1 124:1 152:1 171:1 1085:1 2578:1
last 26:1 67:1 150:1 172:1 1083:1 5285:1
bulletin 24:1 62:1 151:1 1084:1 5283:1
. 4:1 8:1 25:1 60:1 5284:1
********** 2:1 3:1 7:1 10:1 15:1 17:1
Stripe 2:1 9:1 11:1 15:1 16:1 26:1 20270:1
rust 9:1 16:1 24:1 125:1 770:1 20268:1
on 10:1 25:1 26:1 123:1 768:1 20269:1
barley 2:1 24:1 62:1 124:1 769:1
. 4:1 8:1 9:1 25:1 60:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 125:1 236:1 2260:1
in 43:1 68:1 123:1 173:1 234:1
the 66:1 124:1 152:1 171:1 235:1 8699:1
eastern 17:1 67:1 150:1 172:1 8697:1 13151:1
Washington 11:1 15:1 44:1 151:1 8698:1 13149:1
, 10:1 16:1 26:1 42:1 13150:1
barley 2:1 10:1 24:1 26:1 43:1
stripe 2:1 9:1 24:1 25:1 26:1 20270:1
rust 9:1 24:1 25:1 110:1 275:1 20268:1
was 25:1 74:1 108:1 273:1 9575:1 20269:1
increasing 44:1 72:1 109:1 274:1 9573:1
, 42:1 73:1 134:1 2072:1 9574:1
but 26:1 43:1 132:1 2070:1 8606:1
development 24:1 110:1 133:1 275:1 2071:1 8604:1
was 10:1 25:1 108:1 273:1 491:1 8605:1
slower 2:1 109:1 125:1 274:1 489:1 2477:1
than 9:1 123:1 152:1 490:1 2475:1 15398:1
normal 124:1 125:1 150:1 2476:1 3122:1 15396:1
because 123:1 125:1 151:1 161:1 3120:1 15397:1
of 68:1 123:1 124:1 159:1 173:1 3121:1
the 66:1 124:1 152:1 160:1 171:1 17312:1
dry 67:1 104:1 150:1 172:1 1955:1 17310:1
conditions 102:1 125:1 151:1 236:1 1953:1 17311:1
in 103:1 123:1 152:1 234:1 1523:1 1954:1
early 124:1 131:1 134:1 150:1 235:1 1521:1
and 10:1 129:1 132:1 151:1 152:1 1522:1
mid-May 2:1 62:1 130:1 133:1 150:1
. 4:1 8:1 9:1 60:1 151:1
********** 2:1 3:1 7:1 10:1 15:1 17:1
Barley 2:1 9:1 10:1 11:1 15:1 16:1 26:1
crown 2:1 9:1 16:1 24:1 26:1 20270:1
rust 9:1 24:1 25:1 62:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
There 3:1 7:1 11:1 668:1 671:1 1362:1 3147:1
have 140:1 296:1 666:1 669:1 1363:1 3148:1
been 68:1 138:1 294:1 667:1 670:1 2834:1
no 66:1 104:1 139:1 295:1 2832:1 6392:1
reports 67:1 102:1 125:1 161:1 2833:1 6390:1
of 10:1 26:1 103:1 123:1 159:1 6391:1
crown 2:1 24:1 26:1 124:1 160:1 20270:1
rust 9:1 24:1 25:1 125:1 770:1 20268:1
on 10:1 25:1 26:1 123:1 768:1 20269:1
barley 2:1 24:1 124:1 572:1 769:1 857:1
yet 9:1 25:1 68:1 570:1 650:1 855:1
this 26:1 66:1 571:1 648:1 856:1 1166:1
year 24:1 62:1 67:1 649:1 1164:1
. 4:1 8:1 25:1 60:1 1165:1
********** 2:1 3:1 7:1 10:1 15:1 17:1
Rye 2:1 9:1 11:1 15:1 16:1 26:1 12593:1
leaf 9:1 16:1 24:1 26:1 12591:1 20270:1
rust 24:1 25:1 62:1 12592:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
In 3:1 7:1 11:1 123:1 152:1 1182:1 3059:1
late 17:1 124:1 150:1 1183:1 2261:1 3057:1
May 11:1 15:1 44:1 151:1 2259:1 3058:1
, 16:1 42:1 50:1 1892:1 2260:1
5 26:1 43:1 48:1 332:1 1890:1
% 24:1 26:1 49:1 330:1 1891:1 12593:1
leaf 24:1 25:1 26:1 331:1 12591:1 20270:1
rust 10:1 24:1 25:1 104:1 12592:1 20268:1
severities 2:1 25:1 102:1 110:1 203:1 20269:1
were 9:1 103:1 108:1 140:1 201:1 2486:1
observed 109:1 125:1 138:1 202:1 770:1 2484:1
on 10:1 26:1 123:1 139:1 768:1 2485:1
rye 2:1 24:1 124:1 125:1 236:1 769:1
in 9:1 25:1 68:1 123:1 234:1 287:1
a 26:1 66:1 124:1 235:1 285:1 8090:1
field 24:1 67:1 125:1 236:1 286:1 8088:1
in 25:1 123:1 152:1 234:1 3302:1 8089:1
south 124:1 150:1 152:1 235:1 2753:1 3300:1
central 17:1 150:1 151:1 2751:1 3301:1 16688:1
Kansas 11:1 15:1 62:1 151:1 2752:1 16686:1
. 4:1 8:1 16:1 60:1 16687:1
********** 2:1 3:1 7:1 10:1 17:1 150:1
Rye 2:1 9:1 11:1 15:1 26:1 151:1 16262:1
stem 9:1 16:1 24:1 26:1 16260:1 20270:1
rust 24:1 25:1 62:1 16261:1 20268:1
. 4:1 8:1 25:1 60:1 20269:1
There 3:1 7:1 11:1 668:1 671:1 1362:1 3147:1
have 140:1 296:1 666:1 669:1 1363:1 3148:1
been 68:1 138:1 294:1 667:1 670:1 2834:1
no 66:1 139:1 152:1 295:1 2832:1 4067:1
new 67:1 104:1 150:1 2833:1 4065:1 6392:1
reports 102:1 125:1 151:1 161:1 4066:1 6390:1
of 10:1 26:1 103:1 123:1 159:1 6391:1
rye 2:1 24:1 26:1 124:1 160:1 16262:1
stem 9:1 24:1 25:1 26:1 16260:1 20270:1
rust 24:1 25:1 125:1 2579:1 16261:1 20268:1
since 25:1 26:1 123:1 2577:1 5285:1 20269:1
bulletin 6:1 10:1 24:1 124:1 2578:1 5283:1
# 1:1 2:1 25:1 50:1 185:1 5284:1
3 5:1 9:1 48:1 62:1 183:1
