Note 3:1 7:1 11:1 125:1 609:1 642:1 770:1
on 26:1 123:1 610:1 643:1 768:1 8798:1
the 66:1 124:1 152:1 160:1 171:1 4061:1
Danish 11:1 67:1 104:1 150:1 172:1 4059:1 10298:1
farmers 44:1 102:1 151:1 4060:1 10296:1
, 42:1 103:1 1361:1 1364:1 10297:1
there 43:1 83:1 479:1 1359:1 1362:1
is 81:1 477:1 572:1 1097:1 1360:1 1363:1
not 82:1 478:1 570:1 572:1 1095:1 13562:1
necessarily 68:1 287:1 570:1 571:1 1096:1 13560:1
a 10:1 66:1 152:1 285:1 571:1 13561:1
causal 2:1 26:1 67:1 150:1 286:1 10166:1
relation 9:1 24:1 125:1 151:1 1088:1 10164:1
between 25:1 68:1 123:1 287:1 1086:1 10165:1
a 26:1 66:1 124:1 285:1 866:1 1087:1
case 24:1 67:1 125:1 161:1 286:1 864:1
of 17:1 25:1 123:1 159:1 865:1 6710:1
BSE 11:1 15:1 124:1 131:1 134:1 160:1 6708:1
and 16:1 68:1 129:1 132:1 173:1 6709:1
the 26:1 66:1 130:1 133:1 171:1 2327:1
use 24:1 67:1 125:1 161:1 172:1 2325:1
of 25:1 68:1 123:1 159:1 650:1 2326:1
this 26:1 66:1 124:1 160:1 648:1 16067:1
milk 10:1 24:1 26:1 67:1 649:1 16065:1
replacement 2:1 24:1 25:1 125:1 770:1 16066:1
on 9:1 25:1 68:1 123:1 173:1 768:1
the 26:1 66:1 124:1 171:1 769:1 13628:1
farm 24:1 62:1 67:1 172:1 13626:1
. 4:1 8:1 25:1 60:1 13627:1
It 3:1 7:1 11:1 83:1 479:1 846:1 3714:1
is 81:1 140:1 477:1 847:1 917:1 3715:1
expected 82:1 125:1 138:1 478:1 515:1 915:1
that 68:1 123:1 139:1 173:1 513:1 916:1
the 66:1 104:1 124:1 171:1 514:1 1343:1
results 67:1 102:1 125:1 161:1 172:1 1341:1
of 68:1 103:1 123:1 159:1 173:1 1342:1
the 66:1 124:1 152:1 160:1 171:1 560:1
above 67:1 140:1 150:1 172:1 558:1 4454:1
mentioned 104:1 138:1 151:1 559:1 3185:1 4452:1
investigations 102:1 139:1 1010:1 3044:1 3183:1 4453:1
might 103:1 611:1 734:1 1008:1 3042:1 3184:1
be 152:1 482:1 609:1 732:1 1009:1 3043:1
available 125:1 150:1 236:1 480:1 610:1 733:1
in 10:1 123:1 151:1 152:1 234:1 481:1
mid 2:1 50:1 124:1 150:1 235:1 806:1
2002 9:1 48:1 62:1 151:1 804:1
. 4:1 8:1 49:1 60:1 805:1
Furthermore 3:1 7:1 11:1 26:1 570:1 7547:1 11871:1
reference 24:1 83:1 479:1 571:1 7545:1 11872:1
is 25:1 81:1 140:1 477:1 1109:1 7546:1
made 82:1 113:1 116:1 138:1 478:1 1107:1
to 68:1 111:1 114:1 139:1 1022:1 1108:1
an 26:1 66:1 112:1 115:1 1020:1 4790:1
article 24:1 67:1 125:1 236:1 1021:1 4788:1
in 10:1 17:1 25:1 123:1 234:1 4789:1
Deutsche 2:1 10:1 11:1 15:1 17:1 124:1 235:1
Tierarztliche 2:1 9:1 10:1 11:1 15:1 16:1 17:1
Wochenschrift 2:1 9:1 11:1 15:1 16:1 44:1
, 9:1 16:1 42:1 68:1 2834:1
no 43:1 50:1 66:1 182:1 2832:1
7 48:1 67:1 125:1 180:1 206:1 2833:1
from 17:1 49:1 123:1 181:1 204:1 374:1
Jul 11:1 15:1 50:1 56:1 124:1 205:1 372:1
2001 16:1 48:1 54:1 125:1 373:1 770:1
on 26:1 49:1 55:1 123:1 768:1 9344:1
feed 24:1 104:1 124:1 769:1 9342:1 18062:1
ingredients 25:1 44:1 102:1 9343:1 18060:1
, 42:1 74:1 103:1 1535:1 18061:1
including 26:1 43:1 72:1 1533:1 14930:1
fat 24:1 44:1 73:1 1534:1 14928:1
, 25:1 42:1 131:1 134:1 14929:1
and 43:1 129:1 132:1 914:1 977:1
their 130:1 133:1 152:1 912:1 975:1 3665:1
potential 26:1 150:1 913:1 976:1 2756:1 3663:1
role 24:1 125:1 151:1 236:1 2754:1 3664:1
in 25:1 68:1 123:1 173:1 234:1 2755:1
the 26:1 66:1 124:1 171:1 235:1 833:1
spread 24:1 67:1 125:1 161:1 172:1 831:1
of 17:1 25:1 123:1 159:1 832:1 6710:1
BSE 11:1 15:1 62:1 124:1 160:1 6708:1
. 4:1 8:1 16:1 60:1 6709:1
Meat 3:1 7:1 11:1 24:1 131:1 134:1 15975:1
and 25:1 26:1 129:1 132:1 15976:1 23207:1
bone 24:1 26:1 130:1 133:1 23205:1 23210:1
meal 24:1 25:1 32:1 23206:1 23208:1
: 25:1 30:1 125:1 1457:1 23209:1
With 11:1 31:1 68:1 123:1 287:1 1455:1
a 66:1 124:1 152:1 285:1 1456:1 8492:1
few 10:1 67:1 104:1 150:1 286:1 8490:1
exceptions 2:1 102:1 151:1 1361:1 1364:1 8491:1
there 9:1 103:1 110:1 275:1 1359:1 1362:1
was 68:1 108:1 273:1 287:1 1360:1 1363:1
a 26:1 66:1 109:1 274:1 285:1 14126:1
ban 24:1 67:1 125:1 286:1 770:1 14124:1
on 25:1 26:1 123:1 768:1 6842:1 14125:1
import 24:1 124:1 125:1 161:1 769:1 6840:1
of 10:1 17:1 25:1 123:1 159:1 6841:1
MBM 2:1 11:1 15:1 113:1 116:1 124:1 160:1
to 9:1 16:1 17:1 111:1 114:1 3290:1
Denmark 11:1 15:1 112:1 115:1 125:1 206:1 3288:1
from 10:1 16:1 50:1 123:1 204:1 3289:1
1933 2:1 48:1 113:1 116:1 124:1 205:1
to 9:1 49:1 50:1 111:1 114:1 2177:1
1998 48:1 62:1 112:1 115:1 2175:1
. 4:1 8:1 49:1 60:1 2176:1
The 3:1 7:1 10:1 11:1 63:1 66:1 104:1
exceptions 2:1 64:1 67:1 102:1 110:1 14033:1
allowed 9:1 26:1 103:1 108:1 6842:1 14031:1
import 24:1 109:1 125:1 161:1 6840:1 14032:1
of 25:1 123:1 152:1 159:1 2825:1 6841:1
limited 104:1 124:1 150:1 160:1 2823:1 22025:1
quantities 102:1 125:1 151:1 206:1 2824:1 22023:1
from 17:1 103:1 123:1 204:1 11660:1 22024:1
Norway 11:1 15:1 44:1 124:1 205:1 11658:1
, 16:1 17:1 42:1 11657:1 11659:1
Sweden 11:1 15:1 43:1 44:1 11655:1
, 16:1 42:1 131:1 134:1 11656:1
and 17:1 43:1 129:1 132:1 3296:1
Germany 11:1 15:1 62:1 130:1 133:1 3294:1
. 4:1 8:1 16:1 60:1 3295:1
In 3:1 7:1 11:1 50:1 123:1 1182:1 20480:1
1990 44:1 48:1 124:1 1183:1 20478:1
, 42:1 49:1 848:1 863:1 20479:1
it 43:1 110:1 275:1 846:1 861:1
was 10:1 108:1 140:1 273:1 847:1 862:1
forbidden 2:1 109:1 113:1 116:1 138:1 274:1
to 9:1 111:1 114:1 139:1 611:1 2327:1
use 10:1 17:1 112:1 115:1 609:1 2325:1
MBM 2:1 11:1 15:1 125:1 161:1 610:1 2326:1
of 9:1 10:1 16:1 26:1 123:1 159:1
ruminant 2:1 24:1 26:1 124:1 160:1 2696:1
origin 9:1 24:1 25:1 125:1 158:1 2694:1
as 25:1 26:1 123:1 156:1 2695:1 9344:1
feed 24:1 113:1 116:1 124:1 157:1 9342:1
to 25:1 104:1 111:1 114:1 9343:1 17600:1
ruminants 62:1 102:1 112:1 115:1 17598:1
. 4:1 8:1 60:1 103:1 17599:1
This 3:1 7:1 11:1 26:1 66:1 2139:1 9344:1
feed 24:1 26:1 67:1 2140:1 9342:1 14126:1
ban 24:1 25:1 83:1 293:1 9343:1 14124:1
has 25:1 81:1 140:1 291:1 296:1 14125:1
been 10:1 82:1 138:1 140:1 292:1 294:1
tightened 2:1 138:1 139:1 152:1 295:1 3737:1
several 9:1 104:1 139:1 150:1 3735:1 9758:1
times 32:1 102:1 151:1 3736:1 9756:1
: 30:1 103:1 125:1 770:1 9757:1
on 31:1 50:1 123:1 263:1 768:1
17 17:1 48:1 124:1 261:1 602:1 769:1
Jan 11:1 15:1 49:1 50:1 262:1 600:1 2741:1
1997 16:1 48:1 125:1 143:1 601:1 2739:1
by 49:1 68:1 123:1 141:1 287:1 2740:1
a 26:1 66:1 124:1 142:1 285:1 14126:1
ban 24:1 67:1 125:1 286:1 770:1 14124:1
on 25:1 68:1 123:1 173:1 768:1 14125:1
the 26:1 66:1 124:1 171:1 769:1 2327:1
use 24:1 67:1 125:1 161:1 172:1 2325:1
of 10:1 17:1 25:1 123:1 159:1 2326:1
MBM 2:1 11:1 15:1 124:1 125:1 160:1 161:1
of 9:1 10:1 16:1 123:1 152:1 159:1
mammalian 2:1 26:1 124:1 150:1 160:1 2696:1
origin 9:1 24:1 125:1 151:1 158:1 2694:1
as 25:1 26:1 123:1 156:1 2695:1 9344:1
feed 24:1 113:1 116:1 124:1 157:1 9342:1
to 25:1 104:1 111:1 114:1 9343:1 17600:1
ruminants 44:1 102:1 112:1 115:1 17598:1
, 42:1 103:1 131:1 134:1 17599:1
and 43:1 125:1 129:1 132:1 770:1
on 10:1 50:1 123:1 130:1 133:1 768:1
01 2:1 17:1 48:1 124:1 602:1 769:1
Jan 9:1 11:1 15:1 49:1 50:1 56:1 600:1
2001 16:1 48:1 54:1 125:1 143:1 601:1
by 49:1 55:1 68:1 123:1 141:1 287:1
a 26:1 66:1 124:1 142:1 285:1 14126:1
ban 24:1 67:1 125:1 286:1 770:1 14124:1
on 25:1 68:1 123:1 173:1 768:1 14125:1
the 26:1 66:1 124:1 171:1 769:1 2327:1
use 24:1 67:1 125:1 161:1 172:1 2325:1
of 25:1 123:1 140:1 159:1 2326:1 14045:1
manufactured 26:1 124:1 138:1 160:1 4418:1 14043:1
animal 24:1 26:1 139:1 4416:1 14044:1 15698:1
protein 24:1 25:1 89:1 4417:1 15696:1
-LRB- 25:1 74:1 87:1 1535:1 15697:1
including 10:1 17:1 72:1 88:1 1533:1
MBM 2:1 11:1 15:1 73:1 95:1 1534:1
-RRB- 9:1 16:1 93:1 113:1 116:1
to 94:1 104:1 111:1 114:1 410:1
animals 102:1 112:1 115:1 140:1 408:1 20882:1
kept 44:1 103:1 138:1 409:1 20880:1
, 42:1 139:1 140:1 8444:1 20881:1
fed 43:1 44:1 138:1 8442:1
, 42:1 131:1 134:1 139:1 8443:1
and 10:1 43:1 129:1 132:1 140:1
reared 2:1 125:1 130:1 133:1 138:1 533:1
for 9:1 123:1 139:1 152:1 188:1 531:1
human 26:1 124:1 150:1 186:1 532:1 8426:1
consumption 24:1 62:1 151:1 187:1 8424:1
. 4:1 8:1 25:1 60:1 8425:1
In 3:1 7:1 11:1 26:1 123:1 1182:1 3839:1
addition 24:1 113:1 116:1 124:1 1183:1 3837:1
to 25:1 68:1 111:1 114:1 173:1 3838:1
the 26:1 66:1 112:1 115:1 171:1 9344:1
feed 24:1 67:1 83:1 172:1 6776:1 9342:1
bans 25:1 81:1 1361:1 1364:1 6774:1 9343:1
there 82:1 110:1 275:1 1359:1 1362:1 6775:1
was 68:1 108:1 273:1 287:1 1360:1 1363:1
a 10:1 26:1 66:1 109:1 274:1 285:1
tightening 2:1 24:1 44:1 67:1 286:1
, 9:1 25:1 42:1 125:1 236:1
in 17:1 43:1 123:1 234:1 602:1
Jan 11:1 15:1 50:1 124:1 235:1 600:1 2741:1
1997 16:1 44:1 48:1 601:1 2739:1
, 42:1 49:1 125:1 161:1 2740:1
of 43:1 68:1 123:1 159:1 173:1
the 66:1 104:1 124:1 160:1 171:1 11492:1
regulations 67:1 74:1 102:1 172:1 11490:1 14261:1
regarding 26:1 72:1 103:1 11491:1 12761:1 14259:1
production 24:1 73:1 125:1 161:1 12759:1 14260:1
of 10:1 25:1 123:1 152:1 159:1 12760:1
mixed 2:1 26:1 124:1 150:1 160:1 9344:1
feed 9:1 24:1 113:1 116:1 151:1 9342:1
to 25:1 104:1 111:1 114:1 6770:1 9343:1
cattle 62:1 102:1 112:1 115:1 6768:1
. 4:1 8:1 60:1 103:1 6769:1
These 3:1 7:1 11:1 66:1 110:1 203:1 2601:1
were 67:1 108:1 152:1 201:1 2602:1 12401:1
practical 104:1 109:1 150:1 202:1 2507:1 12399:1
measures 44:1 102:1 151:1 2505:1 12400:1
, 42:1 103:1 821:1 824:1 2506:1
which 43:1 819:1 822:1 1010:1 3569:1
should 611:1 820:1 823:1 1008:1 3567:1 6503:1
prevent 10:1 17:1 609:1 1009:1 3568:1 6501:1
MBM 2:1 11:1 15:1 32:1 610:1 1274:1 6502:1
-- 9:1 16:1 30:1 125:1 533:1 1272:1
for 26:1 31:1 123:1 531:1 1273:1 3560:1
example 24:1 44:1 124:1 532:1 3558:1
, 25:1 42:1 125:1 236:1 3559:1
in 43:1 104:1 123:1 234:1 18629:1
swine 26:1 102:1 124:1 235:1 9344:1 18627:1
feed 24:1 32:1 103:1 1274:1 9342:1 18628:1
-- 25:1 30:1 125:1 206:1 1272:1 9343:1
from 10:1 31:1 74:1 123:1 204:1 1273:1
contaminating 2:1 72:1 104:1 124:1 205:1 6770:1
cattle 9:1 26:1 73:1 102:1 6768:1 9344:1
feed 24:1 62:1 103:1 6769:1 9342:1
. 4:1 8:1 25:1 60:1 9343:1
In 3:1 7:1 11:1 26:1 123:1 1182:1 2258:1
Apr 11:1 24:1 50:1 124:1 1183:1 2256:1 2741:1
1997 25:1 44:1 48:1 2257:1 2739:1
, 42:1 49:1 125:1 398:1 2740:1
with 26:1 43:1 123:1 396:1 7043:1
effect 24:1 124:1 125:1 206:1 397:1 7041:1
from 25:1 50:1 123:1 204:1 305:1 7042:1
10 17:1 48:1 124:1 205:1 303:1 2261:1
May 11:1 15:1 44:1 49:1 304:1 2259:1
, 16:1 42:1 68:1 287:1 2260:1
a 10:1 26:1 43:1 66:1 285:1
regulation 2:1 24:1 67:1 110:1 275:1 286:1
was 9:1 25:1 108:1 140:1 273:1 1622:1
put 109:1 125:1 138:1 274:1 959:1 1620:1
into 26:1 123:1 139:1 957:1 1621:1 19046:1
force 24:1 74:1 124:1 958:1 14261:1 19044:1
regarding 25:1 68:1 72:1 173:1 14259:1 19045:1
the 26:1 66:1 73:1 171:1 14260:1 20885:1
rendering 24:1 67:1 125:1 161:1 172:1 20883:1
of 10:1 17:1 25:1 123:1 159:1 20884:1
MBM 2:1 11:1 15:1 124:1 125:1 143:1 160:1
by 9:1 16:1 26:1 123:1 141:1 12023:1
pressure 10:1 24:1 26:1 124:1 142:1 12021:1
sterilization 2:1 24:1 25:1 89:1 12022:1
-LRB- 9:1 25:1 50:1 87:1 17243:1
133 48:1 88:1 104:1 17241:1 22163:1
degrees 26:1 49:1 102:1 4250:1 17242:1 22161:1
C 11:1 24:1 103:1 125:1 533:1 4248:1 22162:1
for 25:1 50:1 123:1 531:1 3512:1 4249:1
20 48:1 104:1 124:1 532:1 3510:1 14966:1
minutes 49:1 102:1 125:1 143:1 3511:1 14964:1
by 50:1 103:1 123:1 141:1 185:1 14965:1
3 10:1 26:1 48:1 124:1 142:1 183:1
Bar 2:1 11:1 24:1 26:1 49:1 184:1 12023:1
pressure 9:1 24:1 25:1 95:1 12021:1
-RRB- 25:1 62:1 93:1 12022:1
. 4:1 8:1 60:1 94:1
From 3:1 7:1 11:1 68:1 123:1 173:1 8289:1
the 66:1 104:1 124:1 171:1 6392:1 8290:1
reports 67:1 102:1 125:1 172:1 770:1 6390:1
on 68:1 103:1 123:1 173:1 768:1 6391:1
the 66:1 124:1 152:1 171:1 512:1 769:1
first 50:1 67:1 150:1 172:1 185:1 510:1
3 26:1 48:1 151:1 183:1 511:1 6710:1
BSE 11:1 24:1 49:1 104:1 184:1 191:1 6708:1
cases 25:1 102:1 140:1 189:1 1109:1 6709:1
made 103:1 125:1 138:1 143:1 190:1 1107:1
by 68:1 123:1 139:1 141:1 173:1 1108:1
the 17:1 66:1 124:1 142:1 171:1 1733:1
Plant 11:1 15:1 17:1 67:1 172:1 1731:1 14693:1
Directorate 11:1 15:1 16:1 44:1 1732:1 14691:1
, 16:1 42:1 848:1 863:1 14692:1
it 43:1 83:1 846:1 861:1 3668:1
appears 81:1 125:1 515:1 847:1 862:1 3666:1
that 26:1 82:1 123:1 513:1 3362:1 3667:1
cross 24:1 26:1 124:1 514:1 3360:1 7124:1
contamination 24:1 25:1 125:1 398:1 3361:1 7122:1
with 10:1 17:1 25:1 123:1 396:1 7123:1
MBM 2:1 11:1 15:1 124:1 397:1 1010:1 1082:1
can 9:1 16:1 572:1 1008:1 1080:1 1097:1
not 570:1 611:1 734:1 1009:1 1081:1 1095:1
be 140:1 571:1 609:1 732:1 1096:1 6728:1
ruled 138:1 610:1 733:1 2393:1 2396:1 6726:1
out 125:1 139:1 158:1 2391:1 2394:1 6727:1
as 68:1 123:1 156:1 287:1 2392:1 2395:1
a 66:1 124:1 152:1 157:1 285:1 2687:1
possible 26:1 67:1 150:1 286:1 2375:1 2685:1
source 24:1 125:1 151:1 161:1 2373:1 2686:1
of 25:1 26:1 123:1 159:1 401:1 2374:1
infection 24:1 62:1 124:1 160:1 399:1
. 4:1 8:1 25:1 60:1 400:1
Denmark 3:1 7:1 11:1 15:1 83:1 293:1 3288:1
has 16:1 81:1 291:1 572:1 1328:1 3289:1
so 82:1 292:1 570:1 572:1 1326:1 1331:1
far 110:1 570:1 571:1 1327:1 1329:1 1610:1
had 50:1 108:1 182:1 571:1 1330:1 1608:1
7 48:1 104:1 109:1 180:1 191:1 1609:1
cases 49:1 102:1 125:1 161:1 181:1 189:1
of 17:1 103:1 123:1 159:1 190:1 6710:1
BSE 11:1 15:1 124:1 125:1 160:1 236:1 6708:1
in 16:1 104:1 123:1 234:1 6709:1 6770:1
cattle 102:1 124:1 140:1 235:1 5618:1 6768:1
born 103:1 125:1 138:1 236:1 5616:1 6769:1
in 17:1 123:1 139:1 234:1 3290:1 5617:1
Denmark 11:1 15:1 62:1 124:1 235:1 3288:1
. 4:1 8:1 16:1 60:1 3289:1
The 3:1 7:1 10:1 11:1 63:1 66:1 152:1
3rd 2:1 64:1 67:1 131:1 134:1 150:1
and 9:1 10:1 129:1 132:1 151:1 152:1
7th 2:1 104:1 130:1 133:1 150:1 191:1
cases 9:1 102:1 110:1 151:1 189:1 203:1
were 103:1 108:1 140:1 190:1 201:1 5618:1
born 109:1 125:1 138:1 202:1 770:1 5616:1
on 10:1 50:1 123:1 139:1 768:1 5617:1
08 2:1 17:1 48:1 124:1 769:1 7691:1
Feb 9:1 11:1 15:1 49:1 50:1 2741:1 7689:1
1997 16:1 48:1 131:1 134:1 2739:1 7690:1
and 49:1 50:1 129:1 132:1 2282:1 2740:1
23 17:1 48:1 130:1 133:1 2261:1 2280:1
May 11:1 15:1 49:1 50:1 2177:1 2259:1 2281:1
1998 16:1 44:1 48:1 2175:1 2260:1
, 42:1 49:1 572:1 2176:1 3275:1
respectively 43:1 44:1 570:1 3273:1
, 42:1 125:1 571:1 2015:1 3274:1
after 43:1 68:1 123:1 173:1 2013:1
the 26:1 66:1 124:1 171:1 2014:1 14126:1
ban 24:1 67:1 125:1 172:1 770:1 14124:1
on 25:1 68:1 123:1 173:1 768:1 14125:1
the 26:1 66:1 124:1 171:1 769:1 2327:1
use 24:1 67:1 125:1 161:1 172:1 2325:1
of 10:1 25:1 123:1 152:1 159:1 2326:1
mammalian 2:1 10:1 17:1 124:1 150:1 160:1
MBM 2:1 9:1 11:1 15:1 113:1 116:1 151:1
to 9:1 16:1 104:1 111:1 114:1 17600:1
ruminants 102:1 110:1 112:1 115:1 275:1 17598:1
was 103:1 108:1 140:1 273:1 1622:1 17599:1
put 109:1 125:1 138:1 274:1 959:1 1620:1
into 26:1 123:1 139:1 957:1 1621:1 19046:1
force 24:1 62:1 124:1 958:1 19044:1
. 4:1 8:1 25:1 60:1 19045:1
Conclusions 2:1 3:1 7:1 11:1 32:1 102:1
: 9:1 30:1 65:1 68:1 103:1
The 11:1 31:1 63:1 66:1 71:1 74:1
following 64:1 67:1 69:1 72:1 104:1 16334:1
possibilities 70:1 73:1 102:1 125:1 533:1 16332:1
for 26:1 103:1 123:1 401:1 531:1 16333:1
infection 24:1 124:1 125:1 398:1 399:1 532:1
with 25:1 26:1 123:1 396:1 400:1 6710:1
BSE 11:1 24:1 124:1 397:1 1010:1 1082:1 6708:1
can 25:1 572:1 1008:1 1080:1 1097:1 6709:1
not 570:1 611:1 734:1 1009:1 1081:1 1095:1
be 140:1 571:1 609:1 732:1 1096:1 6728:1
ruled 138:1 610:1 733:1 2393:1 2396:1 6726:1
out 125:1 139:1 398:1 2391:1 2394:1 6727:1
with 26:1 123:1 396:1 2392:1 2395:1 6635:1
regard 24:1 113:1 116:1 124:1 397:1 6633:1
to 25:1 68:1 111:1 114:1 173:1 6634:1
the 66:1 112:1 115:1 152:1 171:1 512:1
first 50:1 67:1 150:1 172:1 182:1 510:1
7 48:1 104:1 151:1 180:1 191:1 511:1
cases 49:1 102:1 125:1 161:1 181:1 189:1
of 17:1 103:1 123:1 159:1 190:1 6710:1
BSE 11:1 15:1 124:1 125:1 160:1 236:1 6708:1
in 16:1 17:1 123:1 234:1 3290:1 6709:1
Denmark 11:1 15:1 32:1 124:1 235:1 3288:1
: 16:1 30:1 50:1 224:1 3289:1
1 31:1 48:1 62:1 222:1
. 4:1 8:1 49:1 60:1 223:1
Contamination 2:1 3:1 7:1 11:1 24:1 125:1 398:1
with 9:1 10:1 17:1 25:1 123:1 396:1
MBM 2:1 11:1 15:1 32:1 124:1 397:1 1274:1
-- 9:1 16:1 30:1 125:1 533:1 1272:1
for 26:1 31:1 123:1 531:1 1273:1 3560:1
example 24:1 44:1 124:1 532:1 3558:1
, 25:1 42:1 125:1 143:1 3559:1
by 10:1 43:1 123:1 141:1 572:1
legally 2:1 124:1 140:1 142:1 570:1 1940:1
used 9:1 104:1 138:1 571:1 1938:1 18629:1
swine 32:1 102:1 139:1 1274:1 1939:1 18627:1
-- 30:1 103:1 131:1 134:1 1272:1 18628:1
and 26:1 31:1 129:1 132:1 1273:1 7922:1
poultry 24:1 26:1 130:1 133:1 7920:1 9344:1
feed 24:1 25:1 125:1 770:1 7921:1 9342:1
on 25:1 68:1 123:1 173:1 768:1 9343:1
the 66:1 104:1 124:1 171:1 769:1 13613:1
farms 67:1 102:1 134:1 172:1 197:1 13611:1
or 26:1 103:1 132:1 195:1 9344:1 13612:1
feed 24:1 74:1 133:1 196:1 3071:1 9342:1
mixing 25:1 72:1 104:1 1634:1 3069:1 9343:1
systems 73:1 102:1 158:1 572:1 1632:1 3070:1
as 103:1 156:1 570:1 572:1 1633:1 4394:1
well 125:1 157:1 158:1 570:1 571:1 4392:1
as 123:1 152:1 156:1 571:1 3362:1 4393:1
cross 26:1 124:1 150:1 157:1 3360:1 7124:1
contamination 24:1 151:1 152:1 1322:1 3361:1 7122:1
due 25:1 113:1 116:1 150:1 1320:1 7123:1
to 68:1 111:1 114:1 151:1 173:1 1321:1
the 26:1 66:1 112:1 115:1 171:1 2327:1
use 24:1 67:1 125:1 161:1 172:1 2325:1
of 25:1 26:1 123:1 159:1 2326:1 9344:1
feed 24:1 26:1 124:1 160:1 9342:1 18638:1
transport 24:1 25:1 104:1 9343:1 18636:1 21182:1
vehicles 25:1 102:1 572:1 1097:1 18637:1 21180:1
not 10:1 103:1 570:1 572:1 1095:1 21181:1
properly 2:1 10:1 140:1 570:1 571:1 1096:1
cleaned 2:1 9:1 62:1 138:1 571:1
. 4:1 8:1 9:1 60:1 139:1
Animal 3:1 7:1 11:1 24:1 26:1 6993:1 14930:1
fat 24:1 25:1 125:1 236:1 6994:1 14928:1
in 25:1 26:1 123:1 234:1 9344:1 14929:1
feed 24:1 124:1 125:1 235:1 533:1 9342:1
for 25:1 104:1 123:1 531:1 6770:1 9343:1
cattle 32:1 102:1 124:1 532:1 1274:1 6768:1
-- 30:1 103:1 125:1 533:1 1272:1 6769:1
for 26:1 31:1 123:1 531:1 1273:1 3560:1
example 24:1 44:1 124:1 532:1 3558:1
, 25:1 42:1 125:1 236:1 3559:1
in 26:1 43:1 123:1 234:1 16067:1
milk 10:1 24:1 104:1 124:1 235:1 16065:1
replacements 2:1 25:1 102:1 125:1 533:1 16066:1
for 9:1 103:1 104:1 123:1 531:1 23213:1
calves 62:1 102:1 124:1 532:1 23211:1
. 4:1 8:1 60:1 103:1 23212:1
Further 3:1 7:1 11:1 104:1 150:1 5727:1 11387:1
conclusions 102:1 151:1 1010:1 1439:1 5728:1 11385:1
may 10:1 103:1 611:1 1008:1 1437:1 11386:1
evolve 2:1 125:1 206:1 609:1 1009:1 1438:1
from 9:1 68:1 123:1 173:1 204:1 610:1
the 10:1 26:1 66:1 124:1 171:1 205:1
completion 2:1 24:1 67:1 125:1 161:1 172:1
of 9:1 25:1 68:1 123:1 159:1 173:1
the 26:1 66:1 124:1 160:1 171:1 3383:1
risk 24:1 26:1 67:1 172:1 3381:1 16709:1
evaluation 24:1 25:1 140:1 1109:1 3382:1 16707:1
made 25:1 125:1 138:1 143:1 1107:1 16708:1
by 68:1 123:1 139:1 141:1 173:1 1108:1
the 10:1 17:1 66:1 124:1 142:1 171:1
DVL 2:1 11:1 15:1 44:1 67:1 172:1
, 9:1 16:1 42:1 68:1 173:1
the 43:1 66:1 152:1 171:1 2387:1
epidemiological 26:1 67:1 150:1 172:1 2385:1 4040:1
survey 24:1 44:1 151:1 2386:1 4038:1
, 25:1 42:1 131:1 134:1 4039:1
and 43:1 68:1 129:1 132:1 173:1
the 66:1 104:1 130:1 133:1 171:1 3185:1
investigations 67:1 102:1 140:1 172:1 1109:1 3183:1
made 103:1 125:1 138:1 143:1 1107:1 3184:1
by 68:1 123:1 139:1 141:1 173:1 1108:1
the 17:1 66:1 124:1 142:1 171:1 1733:1
Plant 11:1 15:1 17:1 67:1 172:1 1731:1 14693:1
Directorate 11:1 15:1 16:1 62:1 1732:1 14691:1
. 4:1 8:1 16:1 60:1 14692:1
-LSB- 3:1 7:1 65:1 68:1 87:1 501:1
The 11:1 26:1 63:1 66:1 88:1 502:1 16763:1
appearance 24:1 64:1 67:1 125:1 161:1 16761:1
of 17:1 25:1 123:1 159:1 6710:1 16762:1
BSE 11:1 15:1 124:1 125:1 160:1 236:1 6708:1
in 16:1 17:1 123:1 234:1 3290:1 6709:1
Denmark 11:1 15:1 44:1 124:1 235:1 3288:1
, 16:1 42:1 68:1 287:1 3289:1
a 26:1 43:1 66:1 285:1 2849:1
country 24:1 67:1 286:1 821:1 824:1 2847:1
which 25:1 572:1 819:1 822:1 2848:1 6485:1
officially 110:1 570:1 820:1 823:1 6483:1 14099:1
banned 68:1 108:1 173:1 571:1 6484:1 14097:1
the 26:1 66:1 109:1 171:1 6842:1 14098:1
import 24:1 67:1 125:1 161:1 172:1 6840:1
of 10:1 25:1 104:1 123:1 159:1 6841:1
MBMs 2:1 11:1 102:1 124:1 125:1 160:1 2579:1
since 9:1 10:1 50:1 103:1 123:1 2577:1
1933 2:1 44:1 48:1 124:1 2578:1
, 9:1 42:1 49:1 83:1 479:1
is 43:1 81:1 125:1 161:1 477:1
of 82:1 123:1 152:1 159:1 478:1 6905:1
particular 26:1 124:1 150:1 160:1 6680:1 6903:1
interest 24:1 62:1 151:1 6678:1 6904:1
. 4:1 8:1 25:1 60:1 6679:1
According 3:1 7:1 11:1 72:1 113:1 116:1 2442:1
to 68:1 73:1 111:1 114:1 173:1 2443:1
the 66:1 112:1 115:1 152:1 171:1 4061:1
Danish 11:1 26:1 67:1 101:1 150:1 172:1 4059:1
data 24:1 99:1 151:1 488:1 491:1 4060:1
< 10:1 25:1 50:1 100:1 486:1 489:1
http://www.vfd.dk/java_enab/f_uk.html 2:1 48:1 487:1 490:1 491:1 497:1
